ident,type,name,latitude_deg,longitude_deg,elevation_ft,state,iata_code
NTTE,small_airport,Tetiaroa Airport,-17.01329994,-149.5870056,7,U,TTI
NTTG,medium_airport,Rangiroa Airport,-14.95429993,-147.6609955,10,U,RGI
NTTH,medium_airport,Huahine-Fare Airport,-16.68720055,-151.0220032,7,U,HUH
NTTM,medium_airport,Moorea Airport,-17.49,-149.761993,9,U,MOZ
NTTO,medium_airport,Hao Airport,-18.07480049,-140.9459991,10,U,HOI
NTTP,medium_airport,Maupiti Airport,-16.42650032,-152.2440033,15,U,MAU
NTTR,medium_airport,Raiatea Airport,-16.7229,-151.466003,3,U,RFP
NTTU,small_airport,Tupai Airport,-16.2423,-151.8338,32,U,TPX
NTTX,small_airport,Mururoa Atoll Airport,-21.8586,-138.8202,7,U,UOA
NTUV,small_airport,Vahitahi Airport,-18.78000069,-138.8529968,9,U,VHZ
NWWA,medium_airport,Tiga Airport,-21.09609985,167.8040009,128,U,TGJ
NWWC,medium_airport,Île Art - Waala Airport,-19.72060013,163.6609955,306,U,BMY
NWWD,medium_airport,Koné Airport,-21.05430031,164.8370056,23,U,KNQ
NWWE,medium_airport,Île des Pins Airport,-22.58889961,167.4559937,315,U,ILP
NWWH,small_airport,Nesson Airport,-21.25639915,165.6170044,10,U,HLU
NWWK,medium_airport,Koumac Airport,-20.54630089,164.2559967,42,U,KOC
NWWL,medium_airport,Lifou Airport,-20.77479935,167.2400055,92,U,LIF
NWWM,large_airport,Nouméa Magenta Airport,-22.258301,166.473007,10,U,GEA
NWWP,small_airport,Poum Airport,-20.28919983,164.098999,6,U,PUV
NWWQ,small_airport,Mueo Airport,-21.31640053,164.9989929,,U,PDC
NWWR,medium_airport,Maré Airport,-21.4817009,168.0379944,141,U,MEE
NWWU,medium_airport,Touho Airport,-20.79000092,165.2590027,10,U,TOU
NWWV,medium_airport,Ouvéa Airport,-20.6406002,166.572998,23,U,UVE
NWWW,medium_airport,La Tontouta International Airport,-22.01460075,166.2129974,52,U,NOU
PGRO,medium_airport,Rota International Airport,14.1743,145.242996,607,U,ROP
PGSN,medium_airport,Saipan International Airport,15.119,145.729004,215,U,SPN
PGUA,medium_airport,Andersen Air Force Base,13.584,144.929998,627,U,UAM
PGUM,large_airport,Antonio B. Won Pat International Airport,13.4834,144.796005,298,U,GUM
PGWT,medium_airport,Tinian International Airport,14.9992,145.619003,271,U,TIQ
PR-HUC,small_airport,Humacao Airport,18.13809967,-65.80130005,33,U,HUC
SAVC,medium_airport,General E. Mosconi Airport,-45.7853,-67.4655,189,U,CRD
SAVD,small_airport,El Maiten Airport,-42.02920151,-71.17250061,2355,U,EMX
SAVE,medium_airport,Brigadier Antonio Parodi Airport,-42.90800095,-71.13950348,2621,U,EQS
SAVR,small_airport,D. Casimiro Szlapelis Airport,-45.013599,-70.812202,2286,U,ARR
SAVT,medium_airport,Almirante Marco Andres Zar Airport,-43.2105,-65.2703,141,U,REL
SAVY,medium_airport,El Tehuelche Airport,-42.7592,-65.1027,427,U,PMY
SAWM,small_airport,Rio Mayo Airport,-45.70389938,-70.24559784,1784,U,ROY
SAWS,small_airport,Jose De San Martin Airport,-44.04859924,-70.45890045,2407,U,JSM
SCRM,small_airport,Teniente Rodolfo Marsh Martin Airport,-62.191026,-58.98669,147,U,TNM
SENL,small_airport,Nueva Loja Airport,0.093056001,-76.86750031,980,U,LGQ
SEPT,small_airport,Putumayo Airport,0.115949,-75.85022,733,U,PYO
SETR,medium_airport,Tarapoa Airport,-0.122956,-76.33779907,814,U,TPC
SFAL,medium_airport,Port Stanley Airport,-51.68569946,-57.77759933,75,U,PSY
SVSP,medium_airport,Sub Teniente Nestor Arias Airport,10.2787,-68.755203,761,U,SNF
TFFA,small_airport,La Désirade Airport,16.296902,-61.0844,10,U,DSD
TFFB,small_airport,Baillif Airport,16.01329994,-61.74219894,59,U,BBR
TFFC,small_airport,St-François Airport,16.25779915,-61.26250076,10,U,SFC
TFFF,medium_airport,Martinique Aimé Césaire International Airport,14.5909996,-61.00320053,16,U,FDF
TFFG,medium_airport,Grand Case-Espérance Airport,18.099899,-63.047199,7,U,SFG
TFFJ,medium_airport,Gustaf III Airport / Saint Barthélemy Rémy de Haenen Airport,17.9044,-62.843601,49,U,SBH
TFFM,medium_airport,Les Bases Airport,15.86870003,-61.27000046,16,U,GBJ
TFFR,large_airport,Pointe-à-Pitre Le Raizet,16.265301,-61.531799,36,U,PTP
TFFS,small_airport,Terre-de-Haut Airport,15.86439991,-61.58060074,46,U,LSS
TIST,medium_airport,Cyril E. King Airport,18.33729935,-64.9733963,23,U,STT
TISX,medium_airport,Henry E Rohlsen Airport,17.70190048,-64.79859924,74,U,STX
TJAB,medium_airport,Antonio Nery Juarbe Pol Airport,18.45000076,-66.6753006,23,U,ARE
TJBQ,medium_airport,Rafael Hernandez Airport,18.49489975,-67.12940216,237,U,BQN
TJCP,small_airport,Benjamin Rivera Noriega Airport,18.313289,-65.304324,49,U,CPX
TJFA,medium_airport,Diego Jimenez Torres Airport,18.30890083,-65.66190338,64,U,FAJ
TJIG,medium_airport,Fernando Luis Ribas Dominicci Airport,18.45680046,-66.09809875,10,U,SIG
TJMZ,medium_airport,Eugenio Maria De Hostos Airport,18.25569916,-67.14849854,28,U,MAZ
TJPS,medium_airport,Mercedita Airport,18.00830078,-66.56300354,29,U,PSE
TJRV,small_airport,José Aponte de la Torre Airport,18.24530029,-65.6434021,38,U,NRR
TJSJ,large_airport,Luis Munoz Marin International Airport,18.43939972,-66.00180054,9,U,SJU
TJVQ,small_airport,Antonio Rivera Rodriguez Airport,18.13479996,-65.49359894,49,U,VQS
TKPK,medium_airport,Robert L. Bradshaw International Airport,17.31119919,-62.71870041,170,U,SKB
TKPN,medium_airport,Vance W. Amory International Airport,17.20569992,-62.58990097,14,U,NEV
TNCA,large_airport,Queen Beatrix International Airport,12.5014,-70.015198,60,U,AUA
TNCB,large_airport,Flamingo International Airport,12.131,-68.268501,20,U,BON
TNCC,large_airport,Hato International Airport,12.1889,-68.959801,29,U,CUR
TNCE,medium_airport,F. D. Roosevelt Airport,17.49650002,-62.97940063,129,U,EUX
TNCM,large_airport,Princess Juliana International Airport,18.04100037,-63.10889816,13,U,SXM
TNCS,small_airport,Juancho E. Yrausquin Airport,17.64500046,-63.22000122,60,U,SAB
TQPF,medium_airport,Clayton J Lloyd International Airport,18.2048,-63.055099,127,U,AXA
TRPG,medium_airport,John A. Osborne Airport,16.79140091,-62.19329834,550,U,MNI
TUPA,small_airport,Captain Auguste George Airport,18.72719955,-64.32969666,9,U,NGD
TUPJ,medium_airport,Terrance B. Lettsome International Airport,18.44479942,-64.54299927,15,U,EIS
TUPW,small_airport,Virgin Gorda Airport,18.44639969,-64.42749786,9,U,VIJ
TVSA,medium_airport,Argyle International Airport,13.156695,-61.149945,136,U,SVD
TXKF,medium_airport,L.F. Wade International International Airport,32.36399841,-64.67870331,12,U,BDA
TZO,small_airport,Tsimiroro Airport,-18.345064,45.015643,755,U,TZO
VHHH,large_airport,Hong Kong International Airport,22.308901,113.915001,28,U,HKG
VMMC,large_airport,Macau International Airport,22.149599,113.592003,20,U,MFM
YPCC,medium_airport,Cocos (Keeling) Islands Airport,-12.1883,96.8339,10,U,CCK
YPXM,medium_airport,Christmas Island Airport,-10.4506,105.690002,916,U,XCH
YSNF,medium_airport,Norfolk Island International Airport,-29.04159927,167.9389954,371,U,NLK
SPAY,medium_airport,Teniente General Gerardo Pérez Pinedo Airport,-10.7291,-73.766502,751,UCA,AYX
SPCL,medium_airport,Cap FAP David Abenzur Rengifo International Airport,-8.377940178,-74.57430267,513,UCA,PCL
USII,medium_airport,Izhevsk Airport,56.8280983,53.45750046,531,UD,IJK
FNNG,medium_airport,Negage Airport,-7.754509926,15.2876997,4105,UIG,GXG
FNUG,medium_airport,Uige Airport,-7.603069782,15.02779961,2720,UIG,UGO
UJAP,small_airport,Ujae Atoll Airport,8.928059578,165.7619934,29,UJA,UJE
FEFM,small_airport,Bambari Airport,5.846940041,20.64749908,1549,UK,BBY
VIDN,medium_airport,Dehradun Airport,30.189699,78.180298,1831,UL,DED
UWLL,medium_airport,Ulyanovsk Baratayevka Airport,54.2682991,48.22669983,463,ULY,ULV
UWLW,medium_airport,Ulyanovsk East Airport,54.40100098,48.80270004,252,ULY,ULY
VEGK,medium_airport,Gorakhpur Airport,26.73970032,83.4496994,259,UP,GOP
VIAG,medium_airport,Agra Airport / Agra Air Force Station,27.157683,77.960942,551,UP,AGR
VIAL,medium_airport,Allahabad Airport,25.4401,81.733902,322,UP,IXD
VIBN,medium_airport,Lal Bahadur Shastri Airport,25.4524,82.859299,266,UP,VNS
VIBY,medium_airport,Bareilly Air Force Station,28.42210007,79.45079803,580,UP,BEK
VICX,medium_airport,Kanpur Airport,26.404301,80.410103,410,UP,KNU
VILK,medium_airport,Chaudhary Charan Singh International Airport,26.76059914,80.88929749,410,UP,LKO
VIPT,medium_airport,Pantnagar Airport,29.0334,79.473701,769,UP,PGH
K41U,small_airport,Manti-Ephraim Airport,39.32910156,-111.6149979,5500,UT,NTJ
K44U,small_airport,Salina Gunnison Airport,39.02909851,-111.8379974,5159,UT,SBO
K74V,small_airport,Roosevelt Municipal Airport,40.278301,-110.051003,5172,UT,ROL
KBCE,medium_airport,Bryce Canyon Airport,37.70640183,-112.1449966,7590,UT,BCE
KBDG,small_airport,Blanding Municipal Airport,37.58330154,-109.4830017,5868,UT,BDG
KBMC,small_airport,Brigham City Regional Airport,41.552399,-112.061996,4229,UT,BMC
KBTF,small_airport,Skypark Airport,40.86940002,-111.927002,4234,UT,BTF
KCDC,medium_airport,Cedar City Regional Airport,37.70100021,-113.098999,5622,UT,CDC
KCNY,small_airport,Canyonlands Field,38.75500107,-109.7549973,4557,UT,CNY
KDPG,small_airport,Michael AAF (Dugway Proving Ground) Airport,40.19940186,-112.9369965,4349,UT,DPG
KDTA,small_airport,Delta Municipal Airport,39.38059998,-112.5080032,4759,UT,DTA
KENV,medium_airport,Wendover Airport,40.71870041,-114.0309982,4237,UT,ENV
KFOM,small_airport,Fillmore Municipal Airport,38.95830154,-112.362999,4985,UT,FIL
KHIF,medium_airport,Hill Air Force Base,41.12403,-111.973086,4789,UT,HIF
KHVE,small_airport,Hanksville Airport,38.41799927,-110.7040024,4444,UT,HVE
KLGU,medium_airport,Logan-Cache Airport,41.79119873,-111.8519974,4457,UT,LGU
KOGD,medium_airport,Ogden Hinckley Airport,41.19589996,-112.012001,4473,UT,OGD
KPUC,small_airport,Carbon County Regional/Buck Davis Field,39.61389923,-110.7509995,5957,UT,PUC
KPVU,medium_airport,Provo Municipal Airport,40.21920013,-111.7229996,4497,UT,PVU
KSGU,medium_airport,St George Regional Airport,37.036389,-113.510306,2941,UT,SGU
KSLC,large_airport,Salt Lake City International Airport,40.785749,-111.979746,4227,UT,SLC
KU07,small_airport,Bullfrog Basin Airport,37.547827,-110.712898,4167,UT,BFG
KU14,small_airport,Nephi Municipal Airport,39.73880005,-111.8720016,5022,UT,NPH
KU34,small_airport,Green River Municipal Airport,38.96139908,-110.2269974,4225,UT,RVR
KU55,small_airport,Panguitch Municipal Airport,37.84519958,-112.3919983,6763,UT,PNU
KVEL,medium_airport,Vernal Regional Airport,40.4408989,-109.5100021,5278,UT,VEL
MXC,small_airport,Monticello Airport,37.93243,-109.341225,6966,UT,MXC
SYAH,small_airport,Aishalton Airport,2.486530066,-59.31340027,587,UT,AHL
SYAN,small_airport,Annai Airport,3.959439993,-59.12419891,301,UT,NAI
SYKR,small_airport,Karanambo Airport,3.751940012,-59.30970001,300,UT,KRM
SYKS,small_airport,Karasabai Airport,4.033329964,-59.53329849,731,UT,KRG
SYLP,small_airport,Lumid Pau Airport,2.393929958,-59.44100189,656,UT,LUB
SYLT,medium_airport,Lethem Airport,3.37276,-59.789398,351,UT,LTM
SYSC,small_airport,Sand Creek Airport,2.9913,-59.51,360,UT,SDC
UT25,small_airport,Monument Valley Airport,37.015868,-110.202031,5192,UT,GMV
03N,small_airport,Utirik Airport,11.222,169.852005,4,UTI,UTK
LEAL,large_airport,Alicante International Airport,38.28219986,-0.558156013,142,V,ALC
LEVC,medium_airport,Valencia Airport,39.4893,-0.481625,240,V,VLC
SAWE,medium_airport,Hermes Quijada International Airport,-53.7777,-67.7494,65,V,RGA
SAWH,medium_airport,Malvinas Argentinas Airport,-54.8433,-68.2958,102,V,USH
SVCG,small_airport,Casigua El Cubo Airport,8.75813961,-72.53630066,99,V,CUV
SVMC,medium_airport,La Chinita International Airport,10.55820847,-71.7278595,239,V,MAR
SVON,small_airport,Oro Negro Airport,10.33069992,-71.32250214,164,V,CBS
SVSZ,medium_airport,Santa Bárbara del Zulia Airport,8.974550247,-71.94325256,32,V,STB
VE-0114,small_airport,Lagunillas Airport,10.1239996,-71.23799896,2469,V,LGY
GVE,small_airport,Gordonsville Municipal Airport,38.15599823,-78.165802,454,VA,GVE
KAPH,small_airport,A P Hill AAF (Fort A P Hill) Airport,38.068902,-77.318298,220,VA,APH
KBCB,small_airport,Virginia Tech Montgomery Executive Airport,37.20759964,-80.40779877,2132,VA,BCB
KBKT,small_airport,Allen C Perkinson Blackstone Army Air Field,37.07419968,-77.95749664,439,VA,BKT
KCHO,medium_airport,Charlottesville Albemarle Airport,38.1385994,-78.45290375,639,VA,CHO
KDAA,medium_airport,Davison Army Air Field,38.71500015,-77.18099976,73,VA,DAA
KDAN,medium_airport,Danville Regional Airport,36.57289886,-79.33609772,571,VA,DAN
KFAF,medium_airport,Felker Army Air Field,37.13249969,-76.6088028,12,VA,FAF
KFKN,small_airport,Franklin Regional Airport,36.698101,-76.903801,41,VA,FKN
KFRR,small_airport,Front Royal Warren County Airport,38.91749954,-78.25350189,709,VA,FRR
KHEF,small_airport,Manassas Regional Airport/Harry P. Davis Field,38.72140121,-77.51540375,192,VA,MNZ
KHSP,small_airport,Ingalls Field,37.95140076,-79.83390045,3793,VA,HSP
KLFI,large_airport,Langley Air Force Base,37.082901,-76.36049652,11,VA,LFI
KLKU,small_airport,Louisa County Airport/Freeman Field,38.00979996,-77.9701004,493,VA,LOW
KLNP,small_airport,Lonesome Pine Airport,36.98749924,-82.52999878,2684,VA,LNP
KLVL,small_airport,Brunswick Municipal Airport,36.7728,-77.794296,329,VA,LVL
KLYH,medium_airport,Lynchburg Regional Preston Glenn Field,37.3266983,-79.20040131,938,VA,LYH
KMFV,small_airport,Accomack County Airport,37.64690018,-75.76110077,47,VA,MFV
KNDY,small_airport,Dahlgren Naval Surface Warfare Center Airport,38.33250046,-77.03720093,18,VA,DGN
KNGU,medium_airport,Norfolk Naval Station (Chambers Field),36.937599,-76.289299,17,VA,NGU
KNTU,medium_airport,Oceana Naval Air Station,36.820702,-76.033501,23,VA,NTU
KOKV,small_airport,Winchester Regional Airport,39.14350128,-78.14440155,726,VA,WGO
KORF,large_airport,Norfolk International Airport,36.89459991,-76.20120239,26,VA,ORF
KPHF,large_airport,Newport News Williamsburg International Airport,37.13190079,-76.49299622,42,VA,PHF
KPSK,small_airport,New River Valley Airport,37.13729858,-80.67849731,2105,VA,PSK
KPTB,small_airport,Dinwiddie County Airport,37.18379974,-77.50740051,193,VA,PTB
KRIC,large_airport,Richmond International Airport,37.50519943,-77.31970215,167,VA,RIC
KROA,large_airport,Roanoke–Blacksburg Regional Airport,37.3255,-79.975403,1175,VA,ROA
KSHD,small_airport,Shenandoah Valley Regional Airport,38.26380157,-78.89640045,1201,VA,SHD
KVJI,small_airport,Virginia Highlands Airport,36.68709946,-82.03330231,2087,VA,VJI
KWAL,small_airport,Wallops Flight Facility Airport,37.94020081,-75.46640015,40,VA,WAL
SK-462,small_airport,La Primavera Airport,3.733333,-76.216667,3600,VAC,LPE
SKBU,medium_airport,Gerardo Tobar López Airport,3.81963,-76.9898,48,VAC,BUN
SKCL,medium_airport,Alfonso Bonilla Aragon International Airport,3.54322,-76.3816,3162,VAC,CLO
SKGO,medium_airport,Santa Ana Airport,4.75818,-75.9557,2979,VAC,CRC
SKUL,medium_airport,Heriberto Gíl Martínez Airport,4.08836,-76.2351,3132,VAC,ULQ
EBAW,medium_airport,Antwerp International Airport (Deurne),51.1894,4.46028,39,VAN,ANR
SK-471,small_airport,Acaricuara Airport,0.533333,-70.133333,587,VAU,ARF
SK-481,small_airport,Monfort Airport,0.633333,-69.75,630,VAU,MFB
SK-482,small_airport,Morichal Airport,1.75,-69.916667,552,VAU,MHF
SKCR,small_airport,Carurú Airport,1.0136,-71.2961,820,VAU,CUO
SKMU,medium_airport,Fabio Alberto Leon Bentley Airport,1.25366,-70.2339,680,VAU,MVP
EVVA,medium_airport,Ventspils International Airport,57.35779953,21.5442009,19,VEN,VNT
MMJA,medium_airport,El Lencero Airport,19.47509956,-96.79750061,3127,VER,JAL
MMMT,medium_airport,Minatitlán/Coatzacoalcos National Airport,18.10339928,-94.58070374,36,VER,MTT
MMPA,medium_airport,El Tajín National Airport,20.60269928,-97.46080017,497,VER,PAZ
MMVR,medium_airport,General Heriberto Jara International Airport,19.14590073,-96.18730164,90,VER,VER
URWW,medium_airport,Volgograd International Airport,48.78250122,44.34550095,482,VGG,VOG
UMII,medium_airport,Vitebsk Vostochny Airport,55.12649918,30.34959984,682,VI,VTB
WPVQ,small_airport,Viqueque Airport,-8.883799553,126.3730011,500,VI,VIQ
WHL,small_airport,Welshpool Airport,-38.682382,146.445331,35,VIC,WHL
YARA,medium_airport,Ararat Airport,-37.309978,142.988688,1008,VIC,ARY
YBDG,small_airport,Bendigo Airport,-36.73939896,144.3300018,705,VIC,BXG
YBLA,medium_airport,Benalla Airport,-36.551899,146.007004,569,VIC,BLN
YBNS,medium_airport,Bairnsdale Airport,-37.88750076,147.5679932,165,VIC,BSJ
YCRG,medium_airport,Corryong Airport,-36.18280029,147.8880005,963,VIC,CYG
YECH,medium_airport,Echuca Airport,-36.15719986,144.7619934,323,VIC,ECH
YGLG,small_airport,Geelong Airport,-38.22499847,144.3329926,43,VIC,GEX
YHML,medium_airport,Hamilton Airport,-37.64889908,142.0650024,803,VIC,HLT
YHOT,medium_airport,Mount Hotham Airport,-37.04750061,147.3339996,4260,VIC,MHU
YHPN,medium_airport,Hopetoun Airport,-35.71530151,142.3600006,256,VIC,HTU
YHSM,medium_airport,Horsham Airport,-36.66970062,142.1730042,445,VIC,HSM
YKER,medium_airport,Kerang Airport,-35.75139999,143.9389954,254,VIC,KRA
YLTV,medium_airport,Latrobe Valley Airport,-38.207199,146.470001,180,VIC,TGN
YMAV,medium_airport,Avalon Airport,-38.039398,144.468994,35,VIC,AVV
YMCO,small_airport,Mallacoota Airport,-37.59830093,149.7200012,31,VIC,XMC
YMEN,medium_airport,Melbourne Essendon Airport,-37.7281,144.901993,282,VIC,MEB
YMIA,medium_airport,Mildura Airport,-34.22919846,142.0859985,167,VIC,MQL
YMMB,medium_airport,Melbourne Moorabbin Airport,-37.97579956,145.102005,50,VIC,MBW
YMML,large_airport,Melbourne International Airport,-37.673302,144.843002,434,VIC,MEL
YOLA,small_airport,Colac Airport,-38.286701,143.679993,450,VIC,XCO
YORB,small_airport,Orbost Airport,-37.79000092,148.6100006,28,VIC,RBS
YOUY,small_airport,Ouyen Airport,-35.08901243,142.3544884,,VIC,OYN
YPOD,medium_airport,Portland Airport,-38.31809998,141.470993,265,VIC,PTJ
YROI,small_airport,Robinvale Airport,-34.65000153,142.7830048,87,VIC,RBC
YSHT,medium_airport,Shepparton Airport,-36.42890167,145.3930054,374,VIC,SHT
YSWH,medium_airport,Swan Hill Airport,-35.37580109,143.5330048,234,VIC,SWH
YSWL,medium_airport,Stawell Airport,-37.07170105,142.7409973,807,VIC,SWC
YWBL,small_airport,Warrnambool Airport,-38.29529953,142.4470062,242,VIC,WMB
YWGT,medium_airport,Wangaratta Airport,-36.41579819,146.3070068,504,VIC,WGT
YWKB,medium_airport,Warracknabeal Airport,-36.32109833,142.4190063,397,VIC,WKB
YWSL,medium_airport,West Sale Airport,-38.090827,146.965335,72,VIC,SXE
SK-511,small_airport,Casuarito Airport,5.833333,-68.133333,245,VID,CSR
SK-521,small_airport,La Primavera Airport,5.4776,-70.4212,390,VID,LPE
SKGA,small_airport,La Gaviota Airport,4.549722,-70.925,,VID,LGT
SKPC,medium_airport,German Olano Airport,6.18472,-67.4932,177,VID,PCR
SKSL,small_airport,Santa Rosalia Airport,5.1309,-70.8682,400,VID,SSL
EYVI,large_airport,Vilnius International Airport,54.634102,25.285801,648,VL,VNO
RU-VUS,small_airport,Velikiy Ustyug Airport,60.78829956,46.25999832,331,VLG,VUS
ULBC,medium_airport,Cherepovets Airport,59.27360153,38.01580048,377,VLG,CEE
ULWW,medium_airport,Vologda Airport,59.28250122,39.94440079,387,VLG,VGD
UUOO,medium_airport,Voronezh International Airport,51.81420135,39.229599,514,VOR,VOZ
UASK,medium_airport,Ust-Kamennogorsk Airport,50.03659821,82.49420166,939,VOS,UKK
UASS,medium_airport,Semipalatinsk Airport,50.351295,80.234398,761,VOS,PLX
UASZ,small_airport,Zaysan Airport,47.487491,84.887675,1877,VOS,SZI
UZR,small_airport,Urzhar Airport,47.09115,81.66521,,VOS,UZR
FIMR,medium_airport,Sir Charles Gaetan Duval Airport,-19.7577,63.361,95,VP,RRG
FEFI,small_airport,Birao Airport,10.23639965,22.71689987,1696,VR,IRO
FEGO,small_airport,Ouanda Djallé Airport,8.899999619,22.78300095,1985,VR,ODJ
LSGS,medium_airport,Sion Airport,46.219166,7.326944,1582,VS,SIR
NSAU,small_airport,Asau Airport,-13.505132,-172.627888,,VS,AAU
SCAN,small_airport,San Rafael Airport,-32.81420135,-70.646698,2461,VS,LOB
SCIP,medium_airport,Mataveri Airport,-27.16480064,-109.4219971,227,VS,IPC
SCRD,small_airport,Rodelillo Airport,-33.06809998,-71.55750275,1100,VS,VAP
SCSF,small_airport,Víctor Lafón Airport,-32.74580002,-70.70500183,2188,VS,SSD
SCVM,medium_airport,Viña del mar Airport,-32.9496,-71.4786,461,VS,KNA
KBTV,medium_airport,Burlington International Airport,44.47190094,-73.15329742,335,VT,BTV
KCDA,small_airport,Caledonia County Airport,44.56909943,-72.01799774,1188,VT,LLX
KEFK,small_airport,Northeast Kingdom International Airport,44.888802,-72.229202,930,VT,EFK
KMPV,medium_airport,Edward F Knapp State Airport,44.20349884,-72.56230164,1166,VT,MPV
KMVL,small_airport,Morrisville Stowe State Airport,44.5345993,-72.61399841,732,VT,MVL
KRUT,medium_airport,Rutland - Southern Vermont Regional Airport,43.52939987,-72.94960022,787,VT,RUT
KVSF,small_airport,Hartness State (Springfield) Airport,43.34360123,-72.51730347,577,VT,VSF
VLVT,medium_airport,Wattay International Airport,17.98830032,102.5630035,564,VT,VTE
EBKT,medium_airport,Wevelgem Airport,50.8172,3.20472,55,VWV,KJK
EBOS,medium_airport,Ostend-Bruges International Airport,51.19889832,2.862220049,13,VWV,OST
ESKM,medium_airport,Mora Airport,60.957901,14.5114,634,W,MXX
ESSD,medium_airport,Dala Airport,60.422001,15.5152,503,W,BLE
ESUE,small_airport,Idre Airport,61.86970139,12.68939972,,W,IDB
GBYD,medium_airport,Banjul International Airport,13.3380003,-16.6522007,95,W,BJL
GFHA,small_airport,Hastings Airport,8.397130013,-13.12909985,60,W,HGS
HUKF,small_airport,Pakuba Airfield,2.32639,31.497801,2365,W,PAF
HUKS,small_airport,Kasese Airport,0.182999998,30.10000038,3146,W,KSE
HUMA,small_airport,Mbarara Airport,-0.555278,30.5994,4600,W,MBQ
HUMI,small_airport,Masindi Airport,1.758059978,31.73670006,3850,W,KCU
NFFN,medium_airport,Nadi International Airport,-17.7553997,177.4429932,59,W,NAN
NFFO,small_airport,Malolo Lailai Island Airport,-17.7779007,177.1970062,10,W,PTF
NFMA,small_airport,Mana Island Airport,-17.672844,177.0985,,W,MNF
NFNV,small_airport,Vatukoula Airport,-17.5,177.8419952,156,W,VAU
NFSW,small_airport,Yasawa Island Airport,-16.75889969,177.5449982,37,W,YAS
NFVL,small_airport,Vatulele Airport,-18.51250076,177.6390076,36,W,VTF
SARC,medium_airport,Corrientes Airport,-27.4455,-58.7619,202,W,CNQ
SARL,medium_airport,Paso De Los Libres Airport,-29.6894,-57.1521,230,W,AOL
SARM,medium_airport,Monte Caseros Airport,-30.2719,-57.6402,170,W,MCS
SATG,medium_airport,Goya Airport,-29.1058,-59.2189,128,W,OYA
SATM,small_airport,Mercedes Airport,-29.22139931,-58.08779907,358,W,MDX
SATU,medium_airport,Curuzu Cuatia Airport,-29.7706,-57.9789,229,W,UZU
SE-0016,medium_airport,Scandinavian Mountains Airport,61.158393,12.842503,1608,W,SCR
SE-0061,large_airport,(duplicate?) Scandinavian Mountains Airport,-1,-1,1649,W,SCR
SEGS,small_airport,Seymour Airport,-0.453758001,-90.26589966,207,W,GPS
SEII,small_airport,General Villamil Airport,-0.942628026,-90.95300293,35,W,IBB
SEST,small_airport,San Cristóbal Airport,-0.910206,-89.617401,62,W,SCY
SVRS,small_airport,Los Roques Airport,11.946177,-66.669836,17,W,LRV
UG-0002,small_airport,Savannah Airstrip,-0.7165,29.6997,3600,W,KHX
38WA,small_airport,Blakely Island Airport,48.57899857,-122.8259964,66,WA,BYW
78WA,small_airport,Center Island Airport,48.49010086,-122.8320007,115,WA,CWS
7WA5,small_airport,Stuart Island Airpark,48.673379,-123.175439,10,WA,SSW
90WA,small_airport,Waldron Airstrip,48.7118,-123.017998,140,WA,WDN
AGY,small_airport,Argyle Downs Airport,-16.514,128.9245,407,WA,AGY
AU-CRY,small_airport,Carlton Hill Airport,-15.50189972,128.5339966,,WA,CRY
AU-KBD,small_airport,Kimberley Downs Airport,-17.39780045,124.3550034,,WA,KBD
AU-MYO,small_airport,Camballin Airport,-18.12470055,124.2720032,,WA,MYO
AU-SSK,small_airport,Sturt Creek Airport,-19.16640091,128.173996,,WA,SSK
AU-SWB,small_airport,Shaw River Airport,-21.51029968,119.3619995,,WA,SWB
AU-TPR,small_airport,Tom Price Airport,-22.74600029,117.8690033,2300,WA,TPR
AU-ZVG,small_airport,Springvale Airport,-17.78689957,127.6699982,,WA,ZVG
CBC,small_airport,Cherrabun Airport,-18.91777778,125.5377778,540,WA,CBC
CKR,small_airport,Crane Island Airstrip,48.5978,-122.9979,108,WA,CKR
FSL,small_airport,Fossil Downs Airport,-18.1321,125.7873,414,WA,FSL
HLMB,medium_airport,Marsa Brega Airport,30.37809944,19.57640076,50,WA,LMQ
HLNR,small_airport,Nafurah 1 Airport,29.2132,21.5924,125,WA,NFR
K0S9,small_airport,Jefferson County International Airport,48.05379868,-122.810997,108,WA,TWD
K3W7,small_airport,Grand Coulee Dam Airport,47.92200089,-119.0830002,1588,WA,GCD
K74S,small_airport,Anacortes Airport,48.499,-122.662003,241,WA,OTS
KALW,medium_airport,Walla Walla Regional Airport,46.09489822,-118.288002,1194,WA,ALW
KBFI,large_airport,Boeing Field King County International Airport,47.52999878,-122.302002,21,WA,BFI
KBLI,medium_airport,Bellingham International Airport,48.7928009,-122.538002,170,WA,BLI
KBVS,small_airport,Skagit Regional Airport,48.47090149,-122.4209976,144,WA,MVW
KCLM,medium_airport,William R Fairchild International Airport,48.12020111,-123.5,291,WA,CLM
KCLS,small_airport,Chehalis Centralia Airport,46.67699814,-122.9830017,176,WA,CLS
KEAT,medium_airport,Pangborn Memorial Airport,47.39889908,-120.2070007,1249,WA,EAT
KELN,small_airport,Bowers Field,47.03300095,-120.5309982,1764,WA,ELN
KEPH,small_airport,Ephrata Municipal Airport,47.30759811,-119.5159988,1276,WA,EPH
KESW,small_airport,Easton State Airport,47.25419998,-121.185997,2226,WA,ESW
KFHR,small_airport,Friday Harbor Airport,48.52199936,-123.0240021,113,WA,FRD
